Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
1900,09/29/1900,GOSH,,
,,ND,,
1900,10/06/1900,ENG,,
,,ND,,
1900,10/13/1900,SB-HP,,
,,ND,,
1900,10/20/1900,CINCY,,
,,ND,,
1900,10/25/1900,ND,,
,,IND,,
1900,11/03/1900,BEL,,
,,ND,,
1900,11/10/1900,ND,,
,,WIS,,
1900,11/17/1900,ND,,
,,MICH,,
1900,11/24/1900,RUSH,,
,,ND,,
1900,11/29/1900,CHI-P&S,,
,,ND,,
1901,09/28/1901,SB-AC,,
,,ND,,
1901,10/05/1901,ND,,
,,OH-M,,
1901,10/12/1901,ND,,
,,NW,,
1901,10/19/1901,CHI-M,,
,,ND,,
1901,10/26/1901,ND,,
,,BEL,,
1901,11/02/1901,LAK,,
,,ND,,
1901,11/09/1901,PUR,,
,,ND,,
1901,11/16/1901,IND,,
,,ND,,
1901,11/23/1901,CHI-P&S,,
,,ND,,
1901,11/28/1901,SB-AC,,
,,ND,,
1902,09/27/1902,MSU,,
,,ND,,
1902,10/11/1902,LAK,,
,,ND,,
1902,10/18/1902,MICH,,
,,ND,,
1902,10/25/1902,ND,,
,,IND,,
1902,11/01/1902,ND,,
,,OH-M,,
1902,11/08/1902,ND,,
,,KNOX,,
1902,11/15/1902,AM-M,,
,,ND,,
1902,11/22/1902,DEP,,
,,ND,,
1902,11/27/1902,ND,,
,,PUR,,
1903,10/03/1903,MSU,,
,,ND,,
1903,10/10/1903,LAK,,
,,ND,,
1903,10/17/1903,DEP,,
,,ND,,
1903,10/24/1903,AM-M,,
,,ND,,
1903,10/29/1903,CHI-P&S,,
,,ND,,
1903,11/07/1903,MIZ-O,,
,,ND,,
1903,11/14/1903,ND,,
,,NW,,
1903,11/21/1903,ND,,
,,OH-M,,
1903,11/26/1903,ND,,
,,WAB,,
1904,10/01/1904,WAB,,
,,ND,,
1904,10/08/1904,AM-M,,
,,ND,,
1904,10/15/1904,WIS,,
,,ND,,
1904,10/22/1904,ND,,
,,OH-M,,
1904,10/27/1904,TOLAA,,
,,ND,,
1904,11/05/1904,ND,,
,,KU,,
1904,11/19/1904,DEP,,
,,ND,,
1904,11/24/1904,ND,,
,,PUR,,
1905,09/30/1905,NDHS,,
,,ND,,
1905,10/07/1905,MSU,,
,,ND,,
1905,10/14/1905,WIS,,
,,ND,,
1905,10/21/1905,WAB,,
,,ND,,
1905,10/28/1905,AM-M,,
,,ND,,
1905,11/04/1905,DEP,,
,,ND,,
1905,11/11/1905,ND,,
,,IND,,
1905,11/18/1905,BENN,,
,,ND,,
1905,11/24/1905,ND,,
,,PUR,,
1906,10/06/1906,FRA,,
,,ND,,
1906,10/13/1906,HILLS,,
,,ND,,
1906,10/20/1906,CHI-P&S,,
,,ND,,
1906,10/27/1906,MSU,,
,,ND,,
1906,11/03/1906,ND,,
,,PUR,,
1906,11/10/1906,IND,,
,,ND,,
1906,11/24/1906,BEL,,
,,ND,,
1907,10/12/1907,CHI-P&S,,
,,ND,,
1907,10/19/1907,FRA,,
,,ND,,
1907,10/26/1907,OLIV,,
,,ND,,
1907,11/02/1907,IND,,
,,ND,,
1907,11/09/1907,KNOX,,
,,ND,,
1907,11/23/1907,ND,,
,,PUR,,
1907,11/28/1907,ND,,
,,VINC,,
1908,10/03/1908,HILLS,,
,,ND,,
1908,10/10/1908,FRA,,
,,ND,,
1908,10/17/1908,ND,,
,,MICH,,
1908,10/24/1908,CHI-P&S,,
,,ND,,
1908,10/29/1908,ONU,,
,,ND,,
1908,11/07/1908,IND,,
,,ND,,
1908,11/13/1908,ND,,
,,WAB,,
1908,11/18/1908,VIA,,
,,ND,,
1908,11/26/1908,ND,,
,,MARQ,,
1909,10/09/1909,OLIV,,
,,ND,,
1909,10/16/1909,ROSE,,
,,ND,,
1909,10/23/1909,MSU,,
,,ND,,
1909,10/30/1909,ND,,
,,PITT,,
1909,11/06/1909,ND,,
,,MICH,,
1909,11/13/1909,M-OH,,
,,ND,,
1909,11/20/1909,WAB,,
,,ND,,
1909,11/25/1909,ND,,
,,MARQ,,
