Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
,,ND,28|17|0|7,21,5,13,2,2,503,170,10,23,333,39,0,0,0,5,60,24:27
2017,10/07/2017,ND,0|16|10|7,27,5,16,3,4,487,146,17,31,341,57,2,0,2,10,80,36:32
,,UNC,0|7|0|3,13,6,18,0,1,265,179,19,42,86,28,3,2,1,10,104,23:28
2017,10/22/2017,USC,0|0|14|0,18,4,13,1,2,336,260,25,36,76,31,2,2,1,7,40,31:36
,,ND,14|14|14|7,23,7,13,0,0,497,120,9,22,377,47,0,0,0,7,51,28:24
2017,10/28/2017,NCST,7|7|0|0,14,5,16,0,2,263,213,17,37,50,24,1,0,1,12,89,25:43
,,ND,7|14|14|0,25,9,16,0,0,422,104,10,19,318,54,0,0,0,4,29,34:17
2017,11/04/2017,WAKE,3|7|13|14,34,6,14,1,1,587,348,30,48,239,40,0,0,1,3,15,28:07
,,ND,7|24|10|7,30,8,16,1,3,710,330,23,38,380,46,2,0,0,5,40,31:53
2017,11/11/2017,ND,0|0|8|0,13,6,16,1,2,261,152,13,27,109,36,1,1,3,6,49,26:01
,,MIAMI,14|13|7|7,18,2,13,3,3,374,137,15,24,237,42,0,0,0,1,5,33:59
2017,11/18/2017,NAVY,0|10|7|0,23,8,18,4,6,318,41,3,8,277,72,0,0,1,2,16,42:42
,,ND,3|7|7|7,16,4,8,0,0,327,164,9,18,163,31,1,1,0,3,35,17:18
2017,11/25/2017,ND,7|3|10|0,17,8,19,1,2,415,261,12,29,154,44,1,1,2,8,81,28:36
,,STAN,7|7|3|21,18,2,11,0,0,328,176,14,22,152,38,1,0,0,3,30,31:24
2017,01/01/2018,ND,0|3|3|15,17,6,13,0,1,368,216,17,28,152,34,1,1,1,4,15,22:24
,,LSU,0|0|7|10,21,10,19,0,1,399,229,19,33,170,42,1,0,0,5,27,37:36
2018,09/02/2018,MICH,0|10|0|7,20,6,13,0,3,307,249,24,36,58,33,1,1,1,7,52,31:33
,,ND,14|7|3|0,21,7,15,1,1,302,170,12,22,132,47,0,0,1,4,40,28:27
2018,09/08/2018,BALL,3|3|0|10,24,8,23,3,3,349,180,23,50,169,47,0,0,2,3,10,34:22
,,ND,7|7|10|0,20,4,14,1,2,414,297,17,31,117,41,1,0,3,2,20,25:38
2018,09/15/2018,VANDY,0|3|7|7,23,5,13,0,1,420,326,26,43,94,27,3,2,1,5,60,29:12
,,ND,10|6|0|6,24,5,15,1,1,380,135,16,26,245,48,0,0,0,6,63,30:48
2018,09/22/2018,ND,7|21|21|7,28,4,9,1,2,566,325,25,36,241,40,-1,1,0,4,37,26:01
,,WAKE,3|10|7|7,27,11,21,0,0,398,139,16,31,259,61,-1,0,1,3,23,33:59
2018,09/30/2018,STAN,7|7|3|0,10,3,13,0,0,229,174,15,27,55,24,1,0,1,7,50,25:37
,,ND,14|7|3|14,29,9,17,1,2,550,278,24,33,272,55,2,0,0,6,67,34:23
2018,10/07/2018,ND,10|7|14|14,19,9,16,1,3,438,271,25,35,167,32,0,0,1,5,19,27:18
,,VT,3|13|0|7,25,10,21,1,1,441,309,31,52,132,33,2,1,1,6,41,32:42
2018,10/13/2018,PITT,7|0|7|0,14,4,12,0,2,242,126,19,30,116,30,0,0,0,8,80,33:27
,,ND,0|6|6|7,23,7,15,1,2,344,264,26,32,80,38,1,0,2,4,35,26:33
2018,10/28/2018,ND,,
,,NAVY,,
2018,11/03/2018,ND,,
,,NW,,
2018,11/11/2018,FSU,,
,,ND,,
2018,11/17/2018,SYR,,
,,ND,,
2018,11/24/2018,ND,,
,,USC,,
2019,09/02/2019,ND,,
,,LOU,,
2019,09/14/2019,UNM,,
,,ND,,
2019,09/21/2019,ND,,
,,UGA,,
2019,09/28/2019,UVA,,
,,ND,,
2019,10/05/2019,BGSU,,
,,ND,,
2019,10/12/2019,USC,,
,,ND,,
2019,10/26/2019,ND,,
,,MICH,,
2019,11/02/2019,VT,,
,,ND,,
2019,11/09/2019,ND,,
,,DUKE,,
2019,11/16/2019,NAVY,,
,,ND,,
2019,11/23/2019,BC,,
,,ND,,
2019,11/30/2019,ND,,
,,STAN,,
