Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
2000,09/02/2000,TA&M,,
,,BC,3|7|7|0,13,3,14,0,0,246,79,9,22,167,41,0,0,0,9,90,19:27
2008,11/15/2008,ND,7|3|14|3,24,3,10,0,1,340,115,15,19,230,51,4,3,2,6,72,21:22
,,NAVY,0|7|0|14,11,1,13,0,2,242,67,3,14,178,45,1,1,0,5,44,15:15
2008,11/22/2008,SYR,3|7|0|14,18,6,13,0,0,317,154,14,26,170,36,2,2,0,7,50,17:21
,,ND,3|10|10|0,16,4,16,2,3,332,314,22,41,41,28,0,0,0,5,50,19:19
2008,11/29/2008,ND,0|0|0|3,4,2,14,0,1,91,70,11,22,50,27,1,1,2,2,22,15:59
,,USC,7|17|7|7,22,5,11,0,1,449,289,23,33,175,33,1,0,3,8,80,20:34
2008,12/24/2008,HAW,0|7|7|7,22,3,13,0,0,358,381,28,44,32,19,2,0,1,8,69,16:27
,,ND,7|21|21|0,23,4,11,1,1,478,421,24,28,65,34,2,1,0,5,60,20:02
2009,09/05/2009,NEV,0|0|0|0,15,2,11,0,1,307,175,13,27,153,29,1,1,2,4,49,16:20
,,ND,7|21|7|0,20,6,12,1,2,510,332,17,20,178,41,0,0,0,3,35,20:20
2009,09/12/2009,ND,3|17|0|14,27,6,14,1,1,490,336,25,42,154,30,1,1,0,9,75,19:23
,,MICH,14|3|7|14,21,5,14,2,2,430,249,23,33,190,38,3,0,1,6,59,17:03
2009,09/19/2009,MSU,3|14|6|7,27,5,10,0,0,459,354,26,40,105,25,1,1,1,6,40,15:30
,,ND,13|3|10|7,25,5,11,1,1,437,320,24,34,133,37,1,0,1,11,99,21:10
2009,09/26/2009,ND,3|14|0|7,23,6,15,1,3,383,237,20,36,167,43,0,0,1,6,41,21:05
,,PUR,7|0|0|14,16,7,15,0,2,363,307,22,38,74,26,1,1,1,13,103,15:31
2009,10/03/2009,WASH,7|10|7|6|0,25,7,17,1,2,457,303,22,40,176,39,1,1,0,13,82,19:43
,,ND,3|13|3|11|7,23,2,10,0,0,530,441,23,31,108,29,1,1,1,6,43,16:57
2009,10/17/2009,USC,7|6|14|7,21,6,13,0,0,501,398,19,29,121,33,1,0,1,8,70,17:29
,,ND,7|0|7|13,27,5,14,2,3,367,309,25,44,82,31,4,0,0,4,38,19:11
2009,10/24/2009,BC,2|7|7|0,16,6,13,1,1,349,279,17,35,70,29,3,2,3,6,45,16:32
,,ND,3|10|0|7,22,5,15,0,1,352,261,26,39,106,37,0,0,0,8,62,20:08
2009,10/31/2009,WSU,0|7|0|7,12,2,11,0,0,206,144,12,23,102,26,1,0,2,6,50,11:46
,,ND,9|21|3|7,31,6,14,0,0,592,346,24,33,255,48,4,1,0,8,74,24:54
2009,11/07/2009,NAVY,7|7|7|2,20,6,13,2,2,404,59,2,3,348,57,0,0,0,7,49,19:39
,,ND,0|0|7|14,32,5,9,0,2,512,465,37,51,60,20,2,2,1,6,53,17:01
2009,11/14/2009,ND,0|3|0|19,20,6,14,1,1,349,309,27,42,66,25,1,1,1,5,53,18:52
,,PITT,3|7|10|7,17,3,12,0,0,429,236,15,27,193,32,3,0,0,1,5,17:48
2009,11/21/2009,UCONN,0|10|7|3|7|6,21,6,15,1,1,372,151,12,25,231,48,0,0,1,4,30,16:00
,,ND,7|7|3|3|7|3,22,8,18,1,1,452,343,30,45,123,35,2,2,0,6,60,20:28
2009,11/28/2009,ND,14|10|7|7,21,4,10,1,1,447,356,23,30,107,25,3,1,0,3,13,14:44
,,STAN,10|10|7|18,25,7,13,1,1,496,216,15,21,280,48,1,1,0,7,90,24:17
