Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
1990,09/15/1990,MICH,,
,,ND,,
1990,09/22/1990,ND,,
,,MSU,,
1990,09/29/1990,PUR,,
,,ND,,
1990,10/06/1990,STAN,,
,,ND,,
1990,10/13/1990,AF,,
,,ND,,
1990,10/20/1990,MIAMI,,
,,ND,,
1990,10/27/1990,ND,,
,,PITT,,
1990,11/03/1990,NAVY,,
,,ND,,
1990,11/10/1990,ND,,
,,TENN,,
1990,11/17/1990,PSU,,
,,ND,,
1990,11/24/1990,ND,,
,,USC,,
1990,01/01/1991,ND,0|6|3|0,
,,COL,0|3|7|0,
1991,09/07/1991,IND,,
,,ND,,
1991,09/14/1991,ND,,
,,MICH,,
1991,09/21/1991,MSU,,
,,ND,,
1991,09/28/1991,ND,,
,,PUR,,
1991,10/05/1991,ND,,
,,STAN,,
1991,10/12/1991,PITT,,
,,ND,,
1991,10/19/1991,ND,,
,,AF,,
1991,10/26/1991,USC,,
,,ND,,
1991,11/02/1991,NAVY,,
,,ND,,
1991,11/09/1991,TENN,,
,,ND,,
1991,11/16/1991,ND,,
,,PSU,,
1991,11/30/1991,ND,,
,,HAW,,
1991,01/01/1992,ND,0|7|10|22,
,,FLA,10|6|0|12,
1992,09/05/1992,ND,,
,,NW,,
1992,09/12/1992,MICH,,
,,ND,,
1992,09/19/1992,ND,,
,,MSU,,
1992,09/26/1992,PUR,,
,,ND,,
1992,10/03/1992,STAN,,
,,ND,,
1992,10/10/1992,ND,,
,,PITT,,
1992,10/24/1992,BYU,,
,,ND,,
1992,10/31/1992,NAVY,,
,,ND,,
1992,11/07/1992,BC,,
,,ND,,
1992,11/14/1992,PSU,,
,,ND,,
1992,11/28/1992,ND,,
,,USC,,
1992,01/01/1993,ND,0|7|14|7,
,,TA&M,0|0|0|3,
1993,09/04/1993,NW,,
,,ND,,
1993,09/11/1993,ND,,
,,MICH,,
1993,09/18/1993,MSU,,
,,ND,,
1993,09/25/1993,ND,,
,,PUR,,
1993,10/02/1993,ND,,
,,STAN,,
1993,10/09/1993,PITT,,
,,ND,,
1993,10/16/1993,ND,,
,,BYU,,
1993,10/23/1993,USC,,
,,ND,,
1993,10/30/1993,NAVY,,
,,ND,,
1993,11/13/1993,FSU,,
,,ND,,
1993,11/20/1993,BC,,
,,ND,,
1993,01/01/1994,ND,7|0|14|3,
,,TA&M,7|7|7|0,
1994,09/03/1994,ND,,
,,NW,,
1994,09/10/1994,MICH,,
,,ND,,
1994,09/17/1994,ND,,
,,MSU,,
1994,09/24/1994,PUR,,
,,ND,,
1994,10/01/1994,STAN,,
,,ND,,
1994,10/08/1994,ND,,
,,BC,,
1994,10/15/1994,BYU,,
,,ND,,
1994,10/29/1994,NAVY,,
,,ND,,
1994,11/12/1994,FSU,,
,,ND,,
1994,11/19/1994,AF,,
,,ND,,
1994,11/26/1994,ND,,
,,USC,,
1994,01/02/1995,COL,10|21|3|7,
,,ND,3|7|7|7,
1995,09/02/1995,NW,,
,,ND,,
1995,09/09/1995,ND,,
,,PUR,,
1995,09/16/1995,VANDY,,
,,ND,,
1995,09/23/1995,TEX,,
,,ND,,
1995,09/30/1995,ND,,
,,OSU,,
1995,10/07/1995,ND,,
,,WASH,,
1995,10/14/1995,ND,,
,,ARMY,,
1995,10/21/1995,USC,,
,,ND,,
1995,10/28/1995,BC,,
,,ND,,
1995,11/04/1995,NAVY,,
,,ND,,
1995,11/18/1995,ND,,
,,AF,,
1995,01/01/1996,FSU,7|7|0|17,
,,ND,10|0|7|9,
1996,09/05/1996,ND,,
,,VANDY,,
1996,09/14/1996,PUR,,
,,ND,,
1996,09/21/1996,ND,,
,,TEX,,
1996,09/28/1996,OSU,,
,,ND,,
1996,10/12/1996,WASH,,
,,ND,,
1996,10/19/1996,AF,,
,,ND,,
1996,11/02/1996,ND,,
,,NAVY,,
1996,11/09/1996,ND,,
,,BC,,
1996,11/16/1996,PITT,,
,,ND,,
1996,11/23/1996,RUTG,,
,,ND,,
1996,11/30/1996,ND,,
,,USC,,
1997,09/06/1997,GT,,
,,ND,,
1997,09/13/1997,ND,,
,,PUR,,
1997,09/20/1997,MSU,,
,,ND,,
1997,09/27/1997,ND,,
,,MICH,,
1997,10/04/1997,ND,,
,,STAN,,
1997,10/11/1997,ND,,
,,PITT,,
1997,10/18/1997,USC,,
,,ND,,
1997,10/25/1997,BC,,
,,ND,,
1997,11/01/1997,NAVY,,
,,ND,,
1997,11/15/1997,ND,,
,,LSU,,
1997,11/22/1997,WVU,,
,,ND,,
1997,11/29/1997,ND,,
,,HAW,,
1997,12/28/1997,ND,3|3|0|3,
,,LSU,0|3|10|14,
1998,09/05/1998,MICH,,
,,ND,,
1998,09/12/1998,ND,,
,,MSU,,
1998,09/26/1998,PUR,,
,,ND,,
1998,10/03/1998,STAN,,
,,ND,,
1998,10/10/1998,ND,,
,,AZST,,
1998,10/24/1998,ARMY,,
,,ND,,
1998,10/31/1998,BAY,,
,,ND,,
1998,11/07/1998,ND,,
,,BC,,
1998,11/14/1998,ND,,
,,NAVY,,
1998,11/21/1998,LSU,,
,,ND,,
1998,11/28/1998,ND,,
,,USC,,
1998,01/01/1999,ND,7|0|13|8,
,,GT,7|14|7|7,
1999,08/28/1999,KU,,
,,ND,,
1999,09/04/1999,ND,,
,,MICH,,
1999,09/11/1999,ND,,
,,PUR,,
1999,09/18/1999,MSU,,
,,ND,,
1999,10/02/1999,OKLA,,
,,ND,,
1999,10/09/1999,AZST,,
,,ND,,
1999,10/16/1999,USC,,
,,ND,,
1999,10/30/1999,NAVY,,
,,ND,,
1999,11/06/1999,ND,,
,,TENN,,
1999,11/13/1999,ND,,
,,PITT,,
1999,11/20/1999,BC,,
,,ND,,
1999,11/27/1999,ND,,
,,STAN,,
