Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
1980,09/06/1980,PUR,,
,,ND,,
1980,09/20/1980,MICH,,
,,ND,,
1980,10/04/1980,ND,,
,,MSU,,
1980,10/11/1980,MIAMI,,
,,ND,,
1980,10/18/1980,ARMY,,
,,ND,,
1980,10/25/1980,ND,,
,,ARIZ,,
1980,11/01/1980,NAVY,,
,,ND,,
1980,11/08/1980,ND,,
,,GT,,
1980,11/15/1980,ND,,
,,BAMA,,
1980,11/22/1980,AF,,
,,ND,,
1980,12/06/1980,ND,,
,,USC,,
1980,01/01/1981,UGA,10|7|0|0,
,,ND,3|0|7|0,
1981,09/12/1981,LSU,,
,,ND,,
1981,09/19/1981,ND,,
,,MICH,,
1981,09/26/1981,ND,,
,,PUR,,
1981,10/03/1981,MSU,,
,,ND,,
1981,10/10/1981,FSU,,
,,ND,,
1981,10/24/1981,USC,,
,,ND,,
1981,10/31/1981,NAVY,,
,,ND,,
1981,11/07/1981,GT,,
,,ND,,
1981,11/14/1981,ND,,
,,AF,,
1981,11/21/1981,ND,,
,,PSU,,
1981,11/27/1981,ND,,
,,MIAMI,,
1982,09/18/1982,MICH,,
,,ND,,
1982,09/25/1982,PUR,,
,,ND,,
1982,10/02/1982,ND,,
,,MSU,,
1982,10/09/1982,MIAMI,,
,,ND,,
1982,10/16/1982,ARIZ,,
,,ND,,
1982,10/23/1982,ND,,
,,ORE,,
1982,10/30/1982,NAVY,,
,,ND,,
1982,11/06/1982,ND,,
,,PITT,,
1982,11/13/1982,PSU,,
,,ND,,
1982,11/20/1982,ND,,
,,AF,,
1982,11/27/1982,ND,,
,,USC,,
1983,09/10/1983,ND,,
,,PUR,,
1983,09/17/1983,MSU,,
,,ND,,
1983,09/24/1983,ND,,
,,MIAMI,,
1983,10/01/1983,ND,,
,,COL,,
1983,10/08/1983,ND,,
,,SCAR,,
1983,10/15/1983,ARMY,,
,,ND,,
1983,10/22/1983,USC,,
,,ND,,
1983,10/29/1983,NAVY,,
,,ND,,
1983,11/05/1983,PITT,,
,,ND,,
1983,11/12/1983,ND,,
,,PSU,,
1983,11/19/1983,AF,,
,,ND,,
1983,12/29/1983,BC,6|6|6|0,
,,ND,7|12|0|0,
1984,09/08/1984,PUR,,
,,ND,,
1984,09/15/1984,ND,,
,,MSU,,
1984,09/22/1984,COL,,
,,ND,,
1984,09/29/1984,ND,,
,,MIZ,,
1984,10/06/1984,MIAMI,,
,,ND,,
1984,10/13/1984,AF,,
,,ND,,
1984,10/20/1984,SCAR,,
,,ND,,
1984,10/27/1984,ND,,
,,LSU,,
1984,11/03/1984,ND,,
,,NAVY,,
1984,11/17/1984,PSU,,
,,ND,,
1984,11/24/1984,ND,,
,,USC,,
1984,12/29/1984,ND,0|10|7|3,
,,SMU,7|10|0|10,
1985,09/14/1985,ND,,
,,MICH,,
1985,09/21/1985,MSU,,
,,ND,,
1985,09/28/1985,ND,,
,,PUR,,
1985,10/05/1985,ND,,
,,AF,,
1985,10/19/1985,ARMY,,
,,ND,,
1985,10/26/1985,USC,,
,,ND,,
1985,11/02/1985,NAVY,,
,,ND,,
1985,11/09/1985,MISS,,
,,ND,,
1985,11/16/1985,ND,,
,,PSU,,
1985,11/23/1985,LSU,,
,,ND,,
1985,11/30/1985,ND,,
,,MIAMI,,
1986,09/13/1986,MICH,,
,,ND,,
1986,09/20/1986,ND,,
,,MSU,,
1986,09/27/1986,PUR,,
,,ND,,
1986,10/04/1986,ND,,
,,BAMA,,
1986,10/11/1986,PITT,,
,,ND,,
1986,10/18/1986,AF,,
,,ND,,
1986,11/01/1986,ND,,
,,NAVY,,
1986,11/08/1986,SMU,,
,,ND,,
1986,11/15/1986,PSU,,
,,ND,,
1986,11/22/1986,ND,,
,,LSU,,
1986,11/29/1986,ND,,
,,USC,,
1987,09/12/1987,ND,,
,,MICH,,
1987,09/19/1987,MSU,,
,,ND,,
1987,09/26/1987,ND,,
,,PUR,,
1987,10/10/1987,ND,,
,,PITT,,
1987,10/17/1987,ND,,
,,AF,,
1987,10/24/1987,USC,,
,,ND,,
1987,10/31/1987,NAVY,,
,,ND,,
1987,11/07/1987,BC,,
,,ND,,
1987,11/14/1987,BAMA,,
,,ND,,
1987,11/21/1987,ND,,
,,PSU,,
1987,11/28/1987,ND,,
,,MIAMI,,
1987,01/01/1988,ND,7|3|0|0,
,,TA&M,3|15|7|10,
1988,09/10/1988,MICH,,
,,ND,,
1988,09/17/1988,ND,,
,,MSU,,
1988,09/24/1988,PUR,,
,,ND,,
1988,10/01/1988,STAN,,
,,ND,,
1988,10/08/1988,ND,,
,,PITT,,
1988,10/15/1988,MIAMI,,
,,ND,,
1988,10/22/1988,AF,,
,,ND,,
1988,10/29/1988,NAVY,,
,,ND,,
1988,11/05/1988,RICE,,
,,ND,,
1988,11/19/1988,PSU,,
,,ND,,
1988,11/26/1988,ND,,
,,USC,,
1988,01/02/1989,WVU,0|6|7|8,
,,ND,9|14|3|8,
1989,08/31/1989,UVA,,
,,ND,,
1989,09/16/1989,ND,,
,,MICH,,
1989,09/23/1989,MSU,,
,,ND,,
1989,09/30/1989,ND,,
,,PUR,,
1989,10/07/1989,ND,,
,,STAN,,
1989,10/14/1989,ND,,
,,AF,,
1989,10/21/1989,USC,,
,,ND,,
1989,10/28/1989,PITT,,
,,ND,,
1989,11/04/1989,NAVY,,
,,ND,,
1989,11/11/1989,SMU,,
,,ND,,
1989,11/18/1989,ND,,
,,PSU,,
1989,11/25/1989,ND,,
,,MIAMI,,
1989,01/01/1990,ND,0|0|14|7,
,,COL,0|0|6|0,
