Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
1910,10/08/1910,OLIV,,
,,ND,,
1910,10/22/1910,AKR,,
,,ND,,
1910,10/29/1910,ND,,
,,MSU,,
1910,11/12/1910,ND,,
,,ROSE,,
1910,11/19/1910,ONU,,
,,ND,,
1910,11/24/1910,ND,,
,,MARQ,,
1911,10/07/1911,ONU,,
,,ND,,
1911,10/14/1911,VIA,,
,,ND,,
1911,10/21/1911,BUT,,
,,ND,,
1911,10/28/1911,LIL,,
,,ND,,
1911,11/04/1911,ND,,
,,PITT,,
1911,11/11/1911,SBON,,
,,ND,,
1911,11/20/1911,ND,,
,,WAB,,
1911,11/30/1911,ND,,
,,MARQ,,
1912,10/05/1912,VIA,,
,,ND,,
1912,10/12/1912,ADRN,,
,,ND,,
1912,10/19/1912,MORR,,
,,ND,,
1912,10/26/1912,WAB,,
,,ND,,
1912,11/02/1912,ND,,
,,PITT,,
1912,11/09/1912,ND,,
,,SLU,,
1912,11/28/1912,MARQ,,
,,ND,,
1913,10/04/1913,ONU,,
,,ND,,
1913,10/18/1913,SD,,
,,ND,,
1913,10/25/1913,ALMA,,
,,ND,,
1913,11/01/1913,ND,,
,,ARMY,,
1913,11/07/1913,ND,,
,,PSU,,
1913,11/22/1913,ND,,
,,CB,,
1913,11/27/1913,ND,,
,,TEX,,
1914,10/03/1914,ALMA,,
,,ND,,
1914,10/10/1914,ROSE,,
,,ND,,
1914,10/17/1914,ND,,
,,YALE,,
1914,10/24/1914,SD,,
,,ND,,
1914,10/31/1914,HASK,,
,,ND,,
1914,11/07/1914,ND,,
,,ARMY,,
1914,11/14/1914,CARL,,
,,ND,,
1914,11/26/1914,ND,,
,,SYR,,
1915,10/02/1915,ALMA,,
,,ND,,
1915,10/09/1915,HASK,,
,,ND,,
1915,10/23/1915,ND,,
,,NEB,,
1915,10/30/1915,SD,,
,,ND,,
1915,11/06/1915,ND,,
,,ARMY,,
1915,11/13/1915,ND,,
,,CREI,,
1915,11/25/1915,ND,,
,,TEX,,
1915,11/27/1915,ND,,
,,RICE,,
1916,09/30/1916,CASE,,
,,ND,,
1916,10/07/1916,ND,,
,,CASE,,
1916,10/14/1916,HASK,,
,,ND,,
1916,10/28/1916,WAB,,
,,ND,,
1916,11/04/1916,ND,,
,,ARMY,,
1916,11/11/1916,SD,,
,,ND,,
1916,11/18/1916,ND,,
,,MSU,,
1916,11/25/1916,ALMA,,
,,ND,,
1916,11/30/1916,ND,,
,,NEB,,
1917,10/06/1917,KAL,,
,,ND,,
1917,10/13/1917,ND,,
,,WIS,,
1917,10/20/1917,ND,,
,,NEB,,
1917,10/27/1917,SD,,
,,ND,,
1917,11/03/1917,ND,,
,,ARMY,,
1917,11/10/1917,ND,,
,,MORN,,
1917,11/17/1917,MSU,,
,,ND,,
1917,11/24/1917,ND,,
,,W&J,,
1918,09/28/1918,ND,,
,,CASE,,
1918,11/02/1918,ND,,
,,WAB,,
1918,11/09/1918,GRTLK,,
,,ND,,
1918,11/16/1918,ND,,
,,MSU,,
1918,11/23/1918,ND,,
,,PUR,,
1918,11/28/1918,ND,,
,,NEB,,
1919,10/04/1919,KAL,,
,,ND,,
1919,10/11/1919,MTU,,
,,ND,,
1919,10/18/1919,ND,,
,,NEB,,
1919,10/25/1919,WMU,,
,,ND,,
1919,11/01/1919,IND,,
,,ND,,
1919,11/08/1919,ND,,
,,ARMY,,
1919,11/15/1919,MSU,,
,,ND,,
1919,11/22/1919,ND,,
,,PUR,,
1919,11/27/1919,ND,,
,,MORN,,
