Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
1970,09/19/1970,ND,,
,,NW,,
1970,09/26/1970,PUR,,
,,ND,,
1970,10/03/1970,ND,,
,,MSU,,
1970,10/10/1970,ARMY,,
,,ND,,
1970,10/17/1970,ND,,
,,MIZ,,
1970,10/31/1970,NAVY,,
,,ND,,
1970,11/07/1970,PITT,,
,,ND,,
1970,11/14/1970,GT,,
,,ND,,
1970,11/21/1970,LSU,,
,,ND,,
1970,11/28/1970,ND,,
,,USC,,
1970,01/01/1971,ND,14|10|0|0,
,,TEX,3|8|0|0,
1971,09/18/1971,NW,,
,,ND,,
1971,09/25/1971,ND,,
,,PUR,,
1971,10/02/1971,MSU,,
,,ND,,
1971,10/09/1971,ND,,
,,MIAMI,,
1971,10/16/1971,UNC,,
,,ND,,
1971,10/23/1971,USC,,
,,ND,,
1971,10/30/1971,NAVY,,
,,ND,,
1971,11/06/1971,ND,,
,,PITT,,
1971,11/13/1971,TULN,,
,,ND,,
1971,11/20/1971,ND,,
,,LSU,,
1972,09/23/1972,ND,,
,,NW,,
1972,09/30/1972,PUR,,
,,ND,,
1972,10/07/1972,ND,,
,,MSU,,
1972,10/14/1972,PITT,,
,,ND,,
1972,10/21/1972,MIZ,,
,,ND,,
1972,10/28/1972,TCU,,
,,ND,,
1972,11/04/1972,NAVY,,
,,ND,,
1972,11/11/1972,ND,,
,,AF,,
1972,11/18/1972,MIAMI,,
,,ND,,
1972,12/02/1972,ND,,
,,USC,,
1972,01/01/1973,ND,0|0|0|6,
,,NEB,7|13|20|0,
1973,09/22/1973,NW,,
,,ND,,
1973,09/29/1973,ND,,
,,PUR,,
1973,10/06/1973,MSU,,
,,ND,,
1973,10/13/1973,ND,,
,,RICE,,
1973,10/20/1973,ND,,
,,ARMY,,
1973,10/27/1973,USC,,
,,ND,,
1973,11/03/1973,NAVY,,
,,ND,,
1973,11/10/1973,ND,,
,,PITT,,
1973,11/22/1973,AF,,
,,ND,,
1973,12/01/1973,ND,,
,,MIAMI,,
1973,12/31/1973,ND,6|8|7|3,
,,BAMA,0|10|7|6,
1974,09/09/1974,ND,,
,,GT,,
1974,09/21/1974,ND,,
,,NW,,
1974,09/28/1974,PUR,,
,,ND,,
1974,10/05/1974,ND,,
,,MSU,,
1974,10/12/1974,RICE,,
,,ND,,
1974,10/19/1974,ARMY,,
,,ND,,
1974,10/26/1974,MIAMI,,
,,ND,,
1974,11/02/1974,NAVY,,
,,ND,,
1974,11/16/1974,PITT,,
,,ND,,
1974,11/23/1974,AF,,
,,ND,,
1974,11/30/1974,ND,,
,,USC,,
1974,01/01/1975,ND,7|6|0|0,
,,BAMA,0|3|0|8,
1975,09/15/1975,BC,,
,,ND,,
1975,09/20/1975,ND,,
,,PUR,,
1975,09/27/1975,NW,,
,,ND,,
1975,10/04/1975,MSU,,
,,ND,,
1975,10/11/1975,ND,,
,,UNC,,
1975,10/18/1975,ND,,
,,AF,,
1975,10/25/1975,USC,,
,,ND,,
1975,11/01/1975,NAVY,,
,,ND,,
1975,11/08/1975,GT,,
,,ND,,
1975,11/15/1975,ND,,
,,PITT,,
1975,11/22/1975,ND,,
,,MIAMI,,
1976,09/11/1976,PITT,,
,,ND,,
1976,09/18/1976,PUR,,
,,ND,,
1976,09/25/1976,ND,,
,,NW,,
1976,10/02/1976,ND,,
,,MSU,,
1976,10/16/1976,ORE,,
,,ND,,
1976,10/23/1976,ND,,
,,SCAR,,
1976,10/30/1976,NAVY,,
,,ND,,
1976,11/06/1976,ND,,
,,GT,,
1976,11/13/1976,BAMA,,
,,ND,,
1976,11/20/1976,MIAMI,,
,,ND,,
1976,11/27/1976,ND,,
,,USC,,
1976,12/27/1976,PSU,3|0|0|6,
,,ND,7|13|0|0,
1977,09/10/1977,ND,,
,,PITT,,
1977,09/17/1977,ND,,
,,MISS,,
1977,09/24/1977,ND,,
,,PUR,,
1977,10/01/1977,MSU,,
,,ND,,
1977,10/15/1977,ARMY,,
,,ND,,
1977,10/20/1977,USC,,
,,ND,,
1977,10/29/1977,NAVY,,
,,ND,,
1977,11/05/1977,GT,,
,,ND,,
1977,11/12/1977,ND,,
,,CLEM,,
1977,11/19/1977,AF,,
,,ND,,
1977,12/03/1977,ND,,
,,MIAMI,,
1977,01/02/1978,ND,3|21|7|7,
,,TEX,3|7|0|0,
1978,09/09/1978,MIZ,,
,,ND,,
1978,09/23/1978,MICH,,
,,ND,,
1978,09/30/1978,PUR,,
,,ND,,
1978,10/07/1978,ND,,
,,MSU,,
1978,10/14/1978,PITT,,
,,ND,,
1978,10/21/1978,ND,,
,,AF,,
1978,10/28/1978,MIAMI,,
,,ND,,
1978,11/04/1978,NAVY,,
,,ND,,
1978,11/11/1978,TENN,,
,,ND,,
1978,11/18/1978,ND,,
,,GT,,
1978,11/25/1978,ND,,
,,USC,,
1978,01/01/1979,ND,12|0|0|23,
,,HOU,7|13|14|0,
1979,09/15/1979,ND,,
,,MICH,,
1979,09/22/1979,ND,,
,,PUR,,
1979,09/29/1979,MSU,,
,,ND,,
1979,10/06/1979,GT,,
,,ND,,
1979,10/13/1979,ND,,
,,AF,,
1979,10/20/1979,USC,,
,,ND,,
1979,10/27/1979,SCAR,,
,,ND,,
1979,11/03/1979,NAVY,,
,,ND,,
1979,11/10/1979,ND,,
,,TENN,,
1979,11/17/1979,CLEM,,
,,ND,,
1979,11/24/1979,MIAMI,,
,,ND,,
