Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
1930,10/04/1930,SMU,,
,,ND,,
1930,10/11/1930,NAVY,,
,,ND,,
1930,10/18/1930,CAR,,
,,ND,,
1930,10/25/1930,ND,,
,,PITT,,
1930,11/01/1930,IND,,
,,ND,,
1930,11/08/1930,ND,,
,,PENN,,
1930,11/15/1930,DRKE,,
,,ND,,
1930,11/22/1930,ND,,
,,NW,,
1930,11/29/1930,ARMY,,
,,ND,,
1930,12/06/1930,ND,,
,,USC,,
1931,10/03/1931,ND,,
,,IND,,
1931,10/10/1931,NW,,
,,ND,,
1931,10/17/1931,DRKE,,
,,ND,,
1931,10/24/1931,PITT,,
,,ND,,
1931,10/31/1931,ND,,
,,CAR,,
1931,11/07/1931,PENN,,
,,ND,,
1931,11/14/1931,NAVY,,
,,ND,,
1931,11/21/1931,USC,,
,,ND,,
1931,11/28/1931,ARMY,,
,,ND,,
1932,10/08/1932,HASK,,
,,ND,,
1932,10/15/1932,DRKE,,
,,ND,,
1932,10/22/1932,CAR,,
,,ND,,
1932,10/29/1932,ND,,
,,PITT,,
1932,11/05/1932,ND,,
,,KU,,
1932,11/12/1932,NW,,
,,ND,,
1932,11/19/1932,NAVY,,
,,ND,,
1932,11/26/1932,ARMY,,
,,ND,,
1932,12/10/1932,ND,,
,,USC,,
1933,10/07/1933,KU,,
,,ND,,
1933,10/14/1933,ND,,
,,IND,,
1933,10/21/1933,ND,,
,,CAR,,
1933,10/28/1933,PITT,,
,,ND,,
1933,11/04/1933,NAVY,,
,,ND,,
1933,11/11/1933,PUR,,
,,ND,,
1933,11/18/1933,ND,,
,,NW,,
1933,11/25/1933,USC,,
,,ND,,
1933,12/02/1933,ARMY,,
,,ND,,
1934,10/06/1934,TEX,,
,,ND,,
1934,10/13/1934,PUR,,
,,ND,,
1934,10/20/1934,CAR,,
,,ND,,
1934,10/27/1934,WIS,,
,,ND,,
1934,11/03/1934,ND,,
,,PITT,,
1934,11/10/1934,NAVY,,
,,ND,,
1934,11/17/1934,ND,,
,,NW,,
1934,11/24/1934,ARMY,,
,,ND,,
1934,12/08/1934,ND,,
,,USC,,
1935,09/28/1935,KU,,
,,ND,,
1935,10/05/1935,ND,,
,,CAR,,
1935,10/12/1935,ND,,
,,WIS,,
1935,10/19/1935,PITT,,
,,ND,,
1935,10/26/1935,NAVY,,
,,ND,,
1935,11/02/1935,ND,,
,,OSU,,
1935,11/09/1935,NW,,
,,ND,,
1935,11/16/1935,ARMY,,
,,ND,,
1935,11/23/1935,USC,,
,,ND,,
1936,10/03/1936,CAR,,
,,ND,,
1936,10/10/1936,WASHU,,
,,ND,,
1936,10/17/1936,WIS,,
,,ND,,
1936,10/24/1936,ND,,
,,PITT,,
1936,10/31/1936,OSU,,
,,ND,,
1936,11/07/1936,NAVY,,
,,ND,,
1936,11/14/1936,ARMY,,
,,ND,,
1936,11/21/1936,NW,,
,,ND,,
1936,12/05/1936,ND,,
,,USC,,
1937,10/02/1937,DRKE,,
,,ND,,
1937,10/09/1937,ND,,
,,ILL,,
1937,10/16/1937,ND,,
,,CAR,,
1937,10/23/1937,NAVY,,
,,ND,,
1937,10/30/1937,ND,,
,,MINN,,
1937,11/06/1937,PITT,,
,,ND,,
1937,11/13/1937,ARMY,,
,,ND,,
1937,11/20/1937,ND,,
,,NW,,
1937,11/27/1937,USC,,
,,ND,,
1938,10/01/1938,KU,,
,,ND,,
1938,10/08/1938,ND,,
,,GT,,
1938,10/15/1938,ILL,,
,,ND,,
1938,10/22/1938,CAR,,
,,ND,,
1938,10/29/1938,ARMY,,
,,ND,,
1938,11/05/1938,NAVY,,
,,ND,,
1938,11/12/1938,MINN,,
,,ND,,
1938,11/19/1938,ND,,
,,NW,,
1938,12/03/1938,ND,,
,,USC,,
1939,09/30/1939,PUR,,
,,ND,,
1939,10/07/1939,GT,,
,,ND,,
1939,10/14/1939,SMU,,
,,ND,,
1939,10/21/1939,NAVY,,
,,ND,,
1939,10/28/1939,ND,,
,,CAR,,
1939,11/04/1939,ARMY,,
,,ND,,
1939,11/11/1939,ND,,
,,IOWA,,
1939,11/18/1939,NW,,
,,ND,,
1939,11/25/1939,USC,,
,,ND,,
