Year,Date,Team,Linescore,1st Downs,3rd Down Attempts,3rd Down Conversions,4th Down Attempts,4th Down Conversions,Total Yards,Pass Yards,Pass Completions,Pass Attempts,Rush Yards,Rush Attempts,Fumbles,Fumbles Lost,Interceptions Thrown,Penalties,Penalty Yards,Possession,Stats Source URL
1950,09/30/1950,UNC,,
,,ND,,
1950,10/07/1950,PUR,,
,,ND,,
1950,10/14/1950,ND,,
,,TULN,,
1950,10/21/1950,ND,,
,,IND,,
1950,10/28/1950,MSU,,
,,ND,,
1950,11/04/1950,NAVY,,
,,ND,,
1950,11/11/1950,PITT,,
,,ND,,
1950,11/18/1950,ND,,
,,IOWA,,
1950,12/02/1950,ND,,
,,USC,,
1951,09/29/1951,IND,,
,,ND,,
1951,10/05/1951,ND,,
,,DET,,
1951,10/13/1951,SMU,,
,,ND,,
1951,10/20/1951,ND,,
,,PITT,,
1951,10/27/1951,PUR,,
,,ND,,
1951,11/03/1951,NAVY,,
,,ND,,
1951,11/10/1951,ND,,
,,MSU,,
1951,11/17/1951,ND,,
,,UNC,,
1951,11/24/1951,IOWA,,
,,ND,,
1951,12/01/1951,ND,,
,,USC,,
1952,09/27/1952,ND,,
,,PENN,,
1952,10/04/1952,ND,,
,,TEX,,
1952,10/11/1952,PITT,,
,,ND,,
1952,10/18/1952,ND,,
,,PUR,,
1952,10/25/1952,UNC,,
,,ND,,
1952,11/01/1952,NAVY,,
,,ND,,
1952,11/08/1952,OKLA,,
,,ND,,
1952,11/15/1952,ND,,
,,MSU,,
1952,11/22/1952,ND,,
,,IOWA,,
1952,11/29/1952,USC,,
,,ND,,
1953,09/26/1953,ND,,
,,OKLA,,
1953,10/03/1953,ND,,
,,PUR,,
1953,10/17/1953,PITT,,
,,ND,,
1953,10/24/1953,GT,,
,,ND,,
1953,10/31/1953,NAVY,,
,,ND,,
1953,11/07/1953,ND,,
,,PENN,,
1953,11/14/1953,ND,,
,,UNC,,
1953,11/21/1953,IOWA,,
,,ND,,
1953,11/28/1953,ND,,
,,USC,,
1953,12/05/1953,SMU,,
,,ND,,
1954,09/25/1954,TEX,,
,,ND,,
1954,10/02/1954,PUR,,
,,ND,,
1954,10/09/1954,ND,,
,,PITT,,
1954,10/16/1954,MSU,,
,,ND,,
1954,10/30/1954,NAVY,,
,,ND,,
1954,11/06/1954,ND,,
,,PENN,,
1954,11/13/1954,UNC,,
,,ND,,
1954,11/20/1954,ND,,
,,IOWA,,
1954,11/27/1954,USC,,
,,ND,,
1954,12/04/1954,ND,,
,,SMU,,
1955,09/24/1955,SMU,,
,,ND,,
1955,10/01/1955,IND,,
,,ND,,
1955,10/07/1955,ND,,
,,MIAMI,,
1955,10/15/1955,ND,,
,,MSU,,
1955,10/22/1955,ND,,
,,PUR,,
1955,10/29/1955,NAVY,,
,,ND,,
1955,11/05/1955,ND,,
,,PENN,,
1955,11/12/1955,ND,,
,,UNC,,
1955,11/19/1955,IOWA,,
,,ND,,
1955,11/26/1955,ND,,
,,USC,,
1956,09/22/1956,ND,,
,,SMU,,
1956,10/06/1956,IND,,
,,ND,,
1956,10/13/1956,PUR,,
,,ND,,
1956,10/20/1956,MSU,,
,,ND,,
1956,10/27/1956,OKLA,,
,,ND,,
1956,11/03/1956,ND,,
,,NAVY,,
1956,11/10/1956,ND,,
,,PITT,,
1956,11/17/1956,UNC,,
,,ND,,
1956,11/24/1956,ND,,
,,IOWA,,
1956,12/01/1956,ND,,
,,USC,,
1957,09/28/1957,ND,,
,,PUR,,
1957,10/05/1957,IND,,
,,ND,,
1957,10/12/1957,ARMY,,
,,ND,,
1957,10/26/1957,PITT,,
,,ND,,
1957,11/02/1957,NAVY,,
,,ND,,
1957,11/09/1957,ND,,
,,MSU,,
1957,11/16/1957,ND,,
,,OKLA,,
1957,11/23/1957,IOWA,,
,,ND,,
1957,11/30/1957,USC,,
,,ND,,
1957,12/07/1957,ND,,
,,SMU,,
1958,09/27/1958,IND,,
,,ND,,
1958,10/04/1958,ND,,
,,SMU,,
1958,10/11/1958,ARMY,,
,,ND,,
1958,10/18/1958,DUKE,,
,,ND,,
1958,10/25/1958,PUR,,
,,ND,,
1958,11/01/1958,NAVY,,
,,ND,,
1958,11/08/1958,ND,,
,,PITT,,
1958,11/15/1958,UNC,,
,,ND,,
1958,11/22/1958,ND,,
,,IOWA,,
1958,11/29/1958,ND,,
,,USC,,
1959,09/26/1959,UNC,,
,,ND,,
1959,10/03/1959,ND,,
,,PUR,,
1959,10/10/1959,ND,,
,,CAL,,
1959,10/17/1959,ND,,
,,MSU,,
1959,10/24/1959,NW,,
,,ND,,
1959,10/31/1959,NAVY,,
,,ND,,
1959,11/07/1959,GT,,
,,ND,,
1959,11/14/1959,ND,,
,,PITT,,
1959,11/21/1959,ND,,
,,IOWA,,
1959,11/28/1959,USC,,
,,ND,,
